1:1	سمو ءله رحم رحم
25:20	رسل قبل رسل ءکل طعم مشی سوق جعل بعض بعض فتن صبر کون ربب بصر
25:21	قول رجو لقی نزل ملک رءی ربب کبر نفس عتو عتو کبر
25:22	یوم رءی ملک بشر یوم جرم قول حجر حجر
25:23	قدم عمل عمل جعل هبو نثر
25:24	صحب جنن یوم خیر قرر حسن قیل
25:25	یوم شقق سمو غمم نزل ملک نزل
25:26	ملک یوم حقق رحم کون یوم کفر عسر
25:27	یوم عضض ظلم یدی قول ءخذ رسل سبل
25:28	ویل ءخذ فلن خلل
25:29	ضلل ذکر بعد جیء کون شطن ءنس خذل
25:30	قول رسل ربب قوم ءخذ قرء هجر
25:31	جعل کلل نبو عدو جرم کفی ربب هدی نصر
25:32	قول کفر نزل قرء جمل وحد ثبت فءد رتل رتل
25:33	ءتی مثل جیء حقق حسن فسر
25:34	حشر وجه جهنم شرر کون ضلل سبل
25:35	ءتی وسی کتب جعل ءخو هرن وزر
25:36	قول ذهب قوم کذب ءیی دمر دمر
25:37	قوم نوح کذب رسل غرق جعل ءنس ءیی عتد ظلم عذب ءلم
25:38	عود ثمد صحب رسس قرن بین کثر
25:39	کلل ضرب مثل کلل تبر تبر
25:40	ءتی قری مطر مطر سوء کون رءی کون رجو نشر
25:41	رءی ءخذ هزء بعث ءله رسل
25:42	کود ضلل ءله صبر علم حین رءی عذب ضلل سبل
25:43	رءی ءخذ ءله هوی کون وکل
25:44	حسب کثر سمع عقل نعم ضلل سبل
25:45	رءی ربب مدد ظلل شیء جعل سکن جعل شمس دلل
25:46	قبض قبض یسر
25:47	جعل لیل لبس نوم سبت جعل نهر نشر
25:48	رسل روح بشر بین یدی رحم نزل سمو موه طهر
25:49	حیی بلد موت سقی خلق نعم ءنس کثر
25:50	صرف بین ذکر ءبی کثر ءنس کفر
25:51	شیء بعث کلل قری نذر
25:52	طوع کفر جهد جهد کبر
25:53	مرج بحر عذب فرت ملح ءجج جعل بین برزخ حجر حجر
25:54	خلق موه بشر جعل نسب صهر کون ربب قدر
25:55	عبد دون ءله نفع ضرر کون کفر ربب ظهر
25:56	رسل بشر نذر
25:57	قول سءل ءجر شیء ءخذ ربب سبل
25:58	وکل حیی موت سبح حمد کفی ذنب عبد خبر
25:59	خلق سمو ءرض بین ستت یوم سوو عرش رحم سءل خبر
25:60	قول سجد رحم قول رحم سجد ءمر زید نفر
25:61	برک جعل سمو برج جعل سرج قمر نور
25:62	جعل لیل نهر خلف رود ذکر رود شکر
25:63	عبد رحم مشی ءرض هون خطب جهل قول سلم
25:64	بیت ربب سجد قوم
25:65	قول ربب صرف عذب جهنم عذب کون غرم
25:66	سوء قرر قوم
25:67	نفق سرف قتر کون بین قوم
25:68	دعو ءله ءله ءخر قتل نفس حرم ءله حقق زنی فعل لقی ءثم
25:69	ضعف عذب یوم قوم خلد هون
25:70	توب ءمن عمل عمل صلح بدل ءله سوء حسن کون ءله غفر رحم
25:71	توب عمل صلح توب ءله توب
25:72	شهد زور مرر لغو مرر کرم
25:73	ذکر ءیی ربب خرر صمم عمی
25:74	قول ربب وهب زوج ذرر قرر عین جعل وقی ءمم
25:75	جزی غرف صبر لقی حیی سلم
25:76	خلد حسن قرر قوم
25:77	قول عبء ربب دعو کذب کون لزم
26:1	NA
26:2	ءیی کتب بین
26:3	بخع نفس کون ءمن
26:4	شیء نزل سمو ءیی ظلل عنق خضع
26:5	ءتی ذکر رحم حدث کون عرض
26:6	کذب ءتی نبء کون هزء
26:7	رءی ءرض نبت کلل زوج کرم
26:8	ءیی کون کثر ءمن
26:9	ربب عزز رحم
26:10	ندو ربب وسی ءتی قوم ظلم
26:11	قوم فرعن وقی
26:12	قول ربب خوف کذب
26:13	ضیق صدر طلق لسن رسل هرن
26:14	ذنب خوف قتل
26:15	قول ذهب ءیی سمع
26:16	ءتی فرعن قول رسل ربب علم
26:17	رسل بنو
26:18	قول ربو ولد لبث عمر سنو
26:19	فعل فعل فعل کفر
26:20	قول فعل ضلل
26:21	فرر خوف وهب ربب حکم جعل رسل
26:22	نعم منن عبد بنو
26:23	قول فرعن ربب علم
26:24	قول ربب سمو ءرض بین کون یقن
26:25	قول حول سمع
26:26	قول ربب ربب ءبو ءول
26:27	قول رسل رسل جنن
26:28	قول ربب شرق غرب بین کون عقل
26:29	قول ءخذ ءله غیر جعل سجن
26:30	قول جیء شیء بین
26:31	قول ءتی کون صدق
26:32	لقی عصو ثعب بین
26:33	نزع یدی بیض نظر
26:34	قول ملء حول سحر علم
26:35	رود خرج ءرض سحر ذوی ءمر
26:36	قول رجا ءخو بعث مدن حشر
26:37	ءتی کلل سحر علم
26:38	جمع سحر وقت یوم علم
26:39	قول ءنس جمع
26:40	تبع سحر کون غلب
26:41	جیء سحر قول فرعن ءجر کون غلب
26:42	قول قرب
26:43	قول وسی لقی لقی
26:44	لقی حبل عصو قول عزز فرعن غلب
26:45	لقی وسی عصو لقف ءفک
26:46	لقی سحر سجد
26:47	قول ءمن ربب علم
26:48	ربب وسی هرن
26:49	قول ءمن قبل ءذن کبر علم سحر علم قطع یدی رجل خلف صلب جمع
26:50	قول ضیر ربب قلب
26:51	طمع غفر ربب خطء کون ءول ءمن
26:52	وحی وسی سری عبد تبع
26:53	رسل فرعن مدن حشر
26:54	شرذم قلل
26:55	غیظ
26:56	جمع حذر
26:57	خرج جنن عین
26:58	کنز قوم کرم
26:59	ورث بنو
26:60	تبع شرق
26:61	رءی جمع قول صحب وسی درک
26:62	قول ربب هدی
26:63	وحی وسی ضرب عصو بحر فلق کون کلل فرق طود عظم
26:64	زلف ءخر
26:65	نجو وسی جمع
26:66	غرق ءخر
26:67	ءیی کون کثر ءمن
26:68	ربب عزز رحم
26:69	تلو نبء برهم
26:70	قول ءبو قوم عبد
26:71	قول عبد صنم ظلل عکف
26:72	قول سمع دعو
26:73	نفع ضرر
26:74	قول وجد ءبو فعل
26:75	قول رءی کون عبد
26:76	ءبو قدم
26:77	عدو ربب علم
26:78	خلق هدی
26:79	طعم سقی
26:80	مرض شفی
26:81	موت حیی
26:82	طمع غفر خطء یوم دین
26:83	ربب وهب حکم لحق صلح
26:84	جعل لسن صدق ءخر
26:85	جعل ورث جنن نعم
26:86	غفر ءبو کون ضلل
26:87	خزی یوم بعث
26:88	یوم نفع مول بنو
26:89	ءتی ءله قلب سلم
26:90	زلف جنن وقی
26:91	برز جحم غوی
26:92	قول ءین کون عبد
26:93	دون ءله نصر نصر
26:94	کبکب غوی
26:95	جند بلس جمع
26:96	قول خصم
26:97	ءله کون ضلل بین
26:98	سوو ربب علم
26:99	ضلل جرم
26:100	شفع
26:101	صدق حمم
26:102	کرر کون ءمن
26:103	ءیی کون کثر ءمن
26:104	ربب عزز رحم
26:105	کذب قوم نوح رسل
26:106	قول ءخو نوح وقی
26:107	رسل ءمن
26:108	وقی ءله طوع
26:109	سءل ءجر ءجر ربب علم
26:110	وقی ءله طوع
26:111	قول ءمن تبع رذل
26:112	قول علم کون عمل
26:113	حسب ربب شعر
26:114	طرد ءمن
26:115	نذر بین
26:116	قول نهی نوح کون رجم
26:117	قول ربب قوم کذب
26:118	فتح بین بین فتح نجو ءمن
26:119	نجو فلک شحن
26:120	غرق بعد بقی
26:121	ءیی کون کثر ءمن
26:122	ربب عزز رحم
26:123	کذب عود رسل
26:124	قول ءخو هود وقی
26:125	رسل ءمن
26:126	وقی ءله طوع
26:127	سءل ءجر ءجر ربب علم
26:128	بنی کلل ریع ءیی عبث
26:129	ءخذ صنع خلد
26:130	بطش بطش جبر
26:131	وقی ءله طوع
26:132	وقی مدد علم
26:133	مدد نعم بنو
26:134	جنن عین
26:135	خوف عذب یوم عظم
26:136	قول سوو وعظ کون وعظ
26:137	خلق ءول
26:138	عذب
26:139	کذب هلک ءیی کون کثر ءمن
26:140	ربب عزز رحم
26:141	کذب ثمد رسل
26:142	قول ءخو صلح وقی
26:143	رسل ءمن
26:144	وقی ءله طوع
26:145	سءل ءجر ءجر ربب علم
26:146	ترک ءمن
26:147	جنن عین
26:148	زرع نخل طلع هضم
26:149	نحت جبل بیت فره
26:150	وقی ءله طوع
26:151	طوع ءمر سرف
26:152	فسد ءرض صلح
26:153	قول سحر
26:154	بشر مثل ءتی ءیی کون صدق
26:155	قول نوق شرب شرب یوم علم
26:156	مسس سوء ءخذ عذب یوم عظم
26:157	عقر صبح ندم
26:158	ءخذ عذب ءیی کون کثر ءمن
26:159	ربب عزز رحم
26:160	کذب قوم لوط رسل
26:161	قول ءخو لوط وقی
26:162	رسل ءمن
26:163	وقی ءله طوع
26:164	سءل ءجر ءجر ربب علم
26:165	ءتی ذکر علم
26:166	وذر خلق ربب زوج قوم عدو
26:167	قول نهی لوط کون خرج
26:168	قول عمل قلی
26:169	ربب نجو ءهل عمل
26:170	نجو ءهل جمع
26:171	عجز غبر
26:172	دمر ءخر
26:173	مطر مطر سوء مطر نذر
26:174	ءیی کون کثر ءمن
26:175	ربب عزز رحم
26:176	کذب صحب ءیک رسل
26:177	قول شعب وقی
26:178	رسل ءمن
26:179	وقی ءله طوع
26:180	سءل ءجر ءجر ربب علم
26:181	وفی کیل کون خسر
26:182	وزن قسطس قوم
26:183	بخس ءنس شیء عثو ءرض فسد
26:184	وقی خلق جبل ءول
26:185	قول سحر
26:186	بشر مثل ظنن کذب
26:187	سقط کسف سمو کون صدق
26:188	قول ربب علم عمل
26:189	کذب ءخذ عذب یوم ظلل کون عذب یوم عظم
26:190	ءیی کون کثر ءمن
26:191	ربب عزز رحم
26:192	نزل ربب علم
26:193	نزل روح ءمن
26:194	قلب کون نذر
26:195	لسن عرب بین
26:196	زبر ءول
26:197	کون ءیی علم علم بنو
26:198	نزل بعض عجم
26:199	قرء کون ءمن
26:200	سلک قلب جرم
26:201	ءمن رءی عذب ءلم
26:202	ءتی بغت شعر
26:203	قول نظر
26:204	عذب عجل
26:205	رءی متع سنو
26:206	جیء کون وعد
26:207	غنی کون متع
26:208	هلک قری نذر
26:209	ذکر کون ظلم
26:210	نزل شطن
26:211	بغی طوع
26:212	سمع عزل
26:213	دعو ءله ءله ءخر کون عذب
26:214	نذر عشر قرب
26:215	خفض جنح تبع ءمن
26:216	عصی قول برء عمل
26:217	وکل عزز رحم
26:218	رءی حین قوم
26:219	قلب سجد
26:220	سمع علم
26:221	نبء نزل شطن
26:222	نزل کلل ءفک ءثم
26:223	لقی سمع کثر کذب
26:224	شعر تبع غوی
26:225	رءی کلل ودی هیم
26:226	قول فعل
26:227	ءمن عمل صلح ذکر ءله کثر نصر بعد ظلم علم ظلم قلب قلب
27:1	ءیی قرء کتب بین
27:2	هدی بشر ءمن
27:3	قوم صلو ءتی زکو ءخر یقن
27:4	ءمن ءخر زین عمل عمه
27:5	سوء عذب ءخر خسر
27:6	لقی قرء لدن حکم علم
27:7	قول وسی ءهل ءنس نور ءتی خبر ءتی شهب قبس صلی
27:8	جیء ندو برک نور حول سبح ءله ربب علم
27:9	وسی ءله عزز حکم
27:10	لقی عصو رءی هزز جنن ولی دبر عقب وسی خوف خوف لدی رسل
27:11	ظلم بدل حسن بعد سوء غفر رحم
27:12	دخل یدی جیب خرج بیض غیر سوء تسع ءیی فرعن قوم کون قوم فسق
27:13	جیء ءیی بصر قول سحر بین
27:14	جحد یقن نفس ظلم علو نظر کون عقب فسد
27:15	ءتی دود سلم علم قول حمد ءله فضل کثر عبد ءمن
27:16	ورث سلم دود قول ءنس علم نطق طیر ءتی کلل شیء فضل بین
27:17	حشر سلم جند جنن ءنس طیر وزع
27:18	ءتی ودی نمل قول نمل نمل دخل سکن حطم سلم جند شعر
27:19	بسم ضحک قول قول ربب وزع شکر نعم نعم ولد عمل صلح رضو دخل رحم عبد صلح
27:20	فقد طیر قول رءی هدهد کون غیب
27:21	عذب عذب شدد ذبح ءتی سلط بین
27:22	مکث غیر بعد قول حوط حوط جیء سبء نبء یقن
27:23	وجد مرء ملک ءتی کلل شیء عرش عظم
27:24	وجد قوم سجد شمس دون ءله زین شطن عمل صدد سبل هدی
27:25	سجد ءله خرج خبء سمو ءرض علم خفی علن
27:26	ءله ءله ربب عرش عظم
27:27	قول نظر صدق کون کذب
27:28	ذهب کتب لقی ولی نظر ذوی رجع
27:29	قول ملء لقی کتب کرم
27:30	سلم سمو ءله رحم رحم
27:31	علو ءتی سلم
27:32	قول ملء فتی ءمر کون قطع ءمر شهد
27:33	قول ءول قوی ءول بءس شدد ءمر نظر ذوی ءمر
27:34	قول ملک دخل قری فسد جعل عزز ءهل ذلل فعل
27:35	رسل هدی نظر رجع رسل
27:36	جیء سلم قول مدد مول ءتی ءله خیر ءتی هدی فرح
27:37	رجع ءتی جند قبل خرج ذلل صغر
27:38	قول ملء ءتی عرش قبل ءتی سلم
27:39	قول عفرت جنن ءتی قبل قوم قوم قوی ءمن
27:40	قول عند علم کتب ءتی قبل ردد طرف رءی قرر عند قول فضل ربب بلو شکر کفر شکر شکر نفس کفر ربب غنی کرم
27:41	قول نکر عرش نظر هدی کون هدی
27:42	جیء قول عرش قول ءتی علم قبل کون سلم
27:43	صدد کون عبد دون ءله کون قوم کفر
27:44	قول دخل صرح رءی حسب لجج کشف سوق قول صرح مرد قرر قول ربب ظلم نفس سلم سلم ءله ربب علم
27:45	رسل ثمد ءخو صلح عبد ءله فرق خصم
27:46	قول قوم عجل سوء قبل حسن غفر ءله رحم
27:47	قول طیر قول طیر عند ءله قوم فتن
27:48	کون مدن تسع رهط فسد ءرض صلح
27:49	قول قسم ءله بیت ءهل قول ولی شهد هلک ءهل صدق
27:50	مکر مکر مکر مکر شعر
27:51	نظر کون عقب مکر دمر قوم جمع
27:52	بیت خوی ظلم ءیی قوم علم
27:53	نجو ءمن کون وقی
27:54	لوط قول قوم ءتی فحش بصر
27:55	ءتی رجل شهو دون نسو قوم جهل
27:56	کون جوب قوم قول خرج ءول لوط قری ءنس طهر
27:57	نجو ءهل مرء قدر غبر
27:58	مطر مطر سوء مطر نذر
27:59	قول حمد ءله سلم عبد صفو ءله خیر شرک
27:60	خلق سمو ءرض نزل سمو موه نبت حدق ذوی بهج کون نبت شجر ءله ءله قوم عدل
27:61	جعل ءرض قرر جعل خلل نهر جعل رسو جعل بین بحر حجز ءله ءله کثر علم
27:62	جوب ضرر دعو کشف سوء جعل خلف ءرض ءله ءله قلل ذکر
27:63	هدی ظلم برر بحر رسل روح بشر بین یدی رحم ءله ءله علو ءله شرک
